Holy Land Digital Image: Legacy Bib,Dublin Core:Title,File
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3834.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3845.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3859.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3871.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3923.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3924.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3936.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3960.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')3983.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4013.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4039.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4073.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4146.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4168.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4175.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4255.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4268.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4274.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4311.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4366.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4410.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4494.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4498.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4513.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4517.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4520.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4535.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4566.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4615.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4652.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4727.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4733.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4752.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4753.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4763.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4796.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4823.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4891.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4896.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4976.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')4995.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5056.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5058.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5072.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5093.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5112.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5119.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5122.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5128.jpg"
319997, Schola Arabica Terrae S. Alexandriae in Aegypto,"('3403', '.tif')5141.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2192.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2299.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2358.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2364.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2383.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2396.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2449.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2460.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2581.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2647.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2766.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2845.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2886.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2899.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2913.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')2927.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3050.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3089.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3232.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3243.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3530.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3630.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')3642.jpg"
320006, Schola Elementaris Kafr-Zajat,"('3407', '.tif')4547.jpg"
320008, Hospitium et Ecclesia Parochialis Damiatae in Aegypto,"('3408', '.tif')5056.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')1606.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')1761.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2089.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2216.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2244.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2315.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2320.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2357.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2434.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2484.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2492.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2912.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2942.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2981.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')2988.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3002.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3024.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3026.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3082.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3094.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3185.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3276.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3424.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3471.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3488.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3503.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3507.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3540.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3615.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3630.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3874.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3888.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3935.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')3993.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4027.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4038.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4039.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4090.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4562.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4616.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4652.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4700.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4779.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4790.jpg"
320014, Schola Elementaris Mansurae,"('3410', '.tif')4850.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')2603.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')2619.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')2647.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')2720.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')2809.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3315.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3340.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3378.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3405.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3407.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3421.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3477.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3584.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3600.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3700.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3702.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3717.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3721.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')3759.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')4491.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')4561.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')4573.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')4579.jpg"
320163, Schola Elementaris Suez,"('3417', '.tif')4643.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2250.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2280.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2380.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2404.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2417.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2437.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2585.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2702.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2708.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')2928.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3046.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3172.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3179.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3207.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3270.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3676.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3728.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3777.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3842.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')3843.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')4132.jpg"
320176, Schola Elementaris Ismailiae,"('3419', '.tif')4360.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2541.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2543.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2572.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2575.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2605.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2851.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')2980.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3020.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3024.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3062.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3075.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3078.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3385.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3447.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3466.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3475.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3676.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3730.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3808.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3817.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3834.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')3852.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')4181.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')4214.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')4234.jpg"
320195, Schola Elementaris Portus-Said,"('3421', '.tif')4242.jpg"
328424, Canae,"('3444', '.tif')3109.jpg"
329054, Portiers du St. Sepulcre,"('3491', '.tif')1622.jpg"
329054, Portiers du St. Sepulcre,"('3491', '.tif')1844.jpg"
329998, Untitled,"('3532', '.tif')2270.jpg"
329261, Femmes du Mt. Carmel,"('3587', '.tif')1791.jpg"
332193, Bethlehem,"('3620', '.tif')1602.jpg"
322442, Le Carmel :,"('3707', '.tif')2229.jpg"
322450, Le Carmel :,"('3708', '.tif')2578.jpg"
322450, Le Carmel :,"('3708', '.tif')2906.jpg"
322450, Le Carmel :,"('3708', '.tif')3454.jpg"
322466, Nazareth :,"('3711', '.tif')3090.jpg"
322715, Nazareth :,"('3712', '.tif')2890.jpg"
322715, Nazareth :,"('3712', '.tif')2897.jpg"
322715, Nazareth :,"('3712', '.tif')3078.jpg"
322715, Nazareth :,"('3712', '.tif')3132.jpg"
322715, Nazareth :,"('3712', '.tif')3166.jpg"
322932, Jérusalem :,"('3746', '.tif')2482.jpg"
322932, Jérusalem :,"('3746', '.tif')2747.jpg"
322932, Jérusalem :,"('3746', '.tif')2752.jpg"
322932, Jérusalem :,"('3746', '.tif')2949.jpg"
323031, Bethléem et Environs :,"('3761', '.tif')2270.jpg"
323031, Bethléem et Environs :,"('3761', '.tif')3132.jpg"
287357, Groupe d'inhabitants de la ville,"('3856', '.tif')2354.jpg"
287357, Groupe d'inhabitants de la ville,"('3856', '.tif')3462.jpg"
335762, Le Jourdain :,"('3896', '.tif')2905.jpg"
327981, 1° station :,"('3985', '.tif')2524.jpg"
327981, 1° station :,"('3985', '.tif')2554.jpg"
328004, Rue des chretiens,"('3994', '.tif')2833.jpg"
328006, Escalier du St. Sepulcre:,"('3995', '.tif')1940.jpg"
328006, Escalier du St. Sepulcre:,"('3995', '.tif')2435.jpg"
328034, [Gardiens] du St. Sepulcre,"('3998', '.tif')2237.jpg"
328034, [Gardiens] du St. Sepulcre,"('3998', '.tif')2489.jpg"
328045, St. Sepulcre,"('4001', '.tif')1757.jpg"
294942, Jerusalem :,"('4061', '.tif')4171.jpg"
294942, Jerusalem :,"('4072a', '.tif')1093.jpg"
294942, Jerusalem :,"('4072c', '.tif')984.jpg"
340380, [Russian title] :,"('4214', '.tif')2327.jpg"
340474," Archimandrite Nesfit, Barone Ungern, N.V. Poggentol","('4223', '.tif')3908.jpg"
340479," Monaco Milziadil, Barone Ungern, and Bedouin Vegga","('4224', '.tif')1308.jpg"
342686, [Russian title] :,"('4283', '.tif')1021.jpg"
344824, Untitled,"('4380', '.tif')4339.jpg"
344826, Untitled,"('4382', '.tif')3050.jpg"
344826, Untitled,"('4382', '.tif')3077.jpg"
344826, Untitled,"('4382', '.tif')3945.jpg"
344852, Untitled,"('4396', '.tif')4958.jpg"
345056, [Mme Le Girse--Kammal Bey],"('4430', '.tif')949.jpg"
345068, Poste Francaise à Jerusalem,"('4433', '.tif')1401.jpg"
345083, Un officier Turc--Un [Karrak] du Consulat,"('4440', '.tif')1801.jpg"
345083, Un officier Turc--Un [Karrak] du Consulat,"('4440', '.tif')2033.jpg"
345636, [Depart du Tapis sacré--Le Caire,"('4473', '.tif')1535.jpg"
345650, Mon [Karrak]--Beyroutte,"('4477', '.tif')871.jpg"
346023, Untitled,"('4503', '.tif')2025.jpg"
346042, Ghamil,"('4507', '.tif')2006.jpg"
346053, Ghamil,"('4510', '.tif')1771.jpg"
346053, Ghamil,"('4510', '.tif')1923.jpg"
346059, Ghamil,"('4511', '.tif')1903.jpg"
346070, Rue,"('4519', '.tif')2733.jpg"
346359, Le S. Sepulchre :,"('4544', '.tif')4316.jpg"
346367, Bethléem,"('4547', '.tif')2170.jpg"
346367, Bethléem,"('4547', '.tif')2262.jpg"
346379, Janvier 1927,"('4550', '.tif')1959.jpg"
350064, Séminaire de Sainte-Anne,"('4883', '.tif')1401.jpg"
350064, Séminaire de Sainte-Anne,"('4883', '.tif')1583.jpg"
350064, Séminaire de Sainte-Anne,"('4883', '.tif')1909.jpg"
352213, Jeunes Filles du Carmel,"('4971', '.tif')2058.jpg"
352213, Jeunes Filles du Carmel,"('4971', '.tif')2164.jpg"
352213, Jeunes Filles du Carmel,"('4971', '.tif')2920.jpg"
352650, Groupe d'Enfants a Nazareth,"('4979', '.tif')1989.jpg"
352650, Groupe d'Enfants a Nazareth,"('4979', '.tif')2624.jpg"
352650, Groupe d'Enfants a Nazareth,"('4979', '.tif')2661.jpg"
352650, Groupe d'Enfants a Nazareth,"('4979', '.tif')2778.jpg"
354806, Jeune Fille du Liban,"('5045', '.tif')1389.jpg"
355573, Fils de Cheik,"('5060', '.tif')1686.jpg"
358016, Water Carriers--Characteristic of Egypt from the Time of Moses to the Present,"('5149', '.tif')573.jpg"
359675, A Woman of Samaria--In the Ancient Capital of Israel,"('5236', '.tif')1997.jpg"
366771, Die Alliance Jsraelit-Schule,"('5712', '.tif')3968.jpg"
366771, Die Alliance Jsraelit-Schule,"('5712', '.tif')3976.jpg"
366771, Die Alliance Jsraelit-Schule,"('5712', '.tif')4204.jpg"
366785, Die Alliance Jsraelit-Schule,"('5713', '.tif')3968.jpg"
366785, Die Alliance Jsraelit-Schule,"('5713', '.tif')3976.jpg"
366785, Die Alliance Jsraelit-Schule,"('5713', '.tif')4204.jpg"
367477, Luogo del Battesimo,"('5761', '.tif')2499.jpg"
384122, 1893--11 A[vril] :,"('5822', '.tif')2031.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_76_color', '.tif')2660.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_76_color', '.tif')2719.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_009', '.tif')5379.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_010', '.tif')1829.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_010', '.tif')2062.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_014', '.tif')5508.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_018', '.tif')4742.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_80_025', '.tif')4753.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_95_018', '.tif')2327.jpg"
384122, 1893--11 A[vril] :,"('ALBUM_95_022', '.tif')3972.jpg"
384122, 1893--11 A[vril] :,"('R919', '.tif')3030.jpg"
384122, 1893--11 A[vril] :,"('R973', '.tif')2489.jpg"
384122, 1893--11 A[vril] :,"('R985', '.tif')2992.jpg"
384122, 1893--11 A[vril] :,"('R1061', '.tif')3663.jpg"
384122, 1893--11 A[vril] :,"('R1073', '.tif')4033.jpg"
